well_id,well_name,latitude,longitude,well_type,well_status,well_result,field_name,field_code,field_operator,field_result,block_name,block_area_sqkm
Q01-HALFWEG-A-02-S1,Q01-HALFWEG-A-02-S1,52.88186255,4.31894524,Hydrocarbon development,Abandoned,Gas,Halfweg,HALFWEG,Petrogas E&P Netherlands B.V.,Gas,Q01,415.641231765
Q01-HALFWEG-A-03,Q01-HALFWEG-A-03,52.88186255,4.31894524,Hydrocarbon development,Abandoned,Gas,Halfweg,HALFWEG,Petrogas E&P Netherlands B.V.,Gas,Q01,415.641231765
L05-FA-103,L05-FA-103,53.81088216,4.35136774,Hydrocarbon development,Producing/Injecting,Gas,L05a-A,L05-FA,Eni Energy Netherlands B.V.,Gas,L05,407.711244377
L05-FA-103,L05-FA-103,53.81088216,4.35136774,Hydrocarbon development,Producing/Injecting,Gas,L05a-E,L05a-E,Eni Energy Netherlands B.V.,Olie,,
J06-A-05,J06-A-05,53.82334671,2.94399261,Hydrocarbon exploration,Producing/Injecting,Gas,Markham,MHM,Spirit Energy Nederland B.V.,Gas,J06,83.2834334023
K11-B-03-S1,K11-B-03-S1,53.4547712,3.66146691,Hydrocarbon development,Abandoned,Gas,K11-FB,K11-FB,GDF Production Nederland B.V.,Gas,K11,410.820839148
K11-B-03-S2,K11-B-03-S2,53.4547712,3.66146691,Hydrocarbon development,Abandoned,Gas,K11-FB,K11-FB,GDF Production Nederland B.V.,Gas,K11,410.820839148
K05-B-02,K05-B-02,53.71407085,3.4271048,Hydrocarbon development,Producing/Injecting,Gas,K05a-B,K05-B,TotalEnergies EP Nederland B.V.,Gas,K05,407.625349326
L07-D-01,L07-D-01,53.5312202,4.1052174,Hydrocarbon development,Abandoned,Dry,L07-D,L07-D, ,Gas,L07,409.274288575
L07-D-01-S1,L07-D-01-S1,53.5312202,4.1052174,Hydrocarbon development,Abandoned,Dry,L07-D,L07-D, ,Gas,L07,409.274288575
L04-07,L04-07,53.79720353,4.06335523,Hydrocarbon exploration,Suspended,Gas,L04-I,L04-I,TotalEnergies EP Nederland B.V.,Gas,L04,407.67350406
K04-09,K04-09,53.750277,3.30955989,Hydrocarbon exploration,Abandoned,Technical failure,K04-A,K04-A,TotalEnergies EP Nederland B.V.,Gas,K04,407.616754379
K08-FA-306,K08-FA-306,53.54143798,3.42215271,Hydrocarbon development,Producing/Injecting,Gas,,,,,K08,409.224287729
K04-09B-S1,K04-09B-S1,53.75027988,3.30959248,Hydrocarbon exploration,Suspended,Technical failure,K04-A,K04-A,TotalEnergies EP Nederland B.V.,Gas,K04,407.616754379
E12-04-S2,E12-04-S2,54.39883178,3.78724834,Hydrocarbon exploration,Suspended,Gas shows,E12 Lelie,E12-LE, ,Gas,E12,401.206194315
P08-06,P08-06,52.55751948,3.61779859,Hydrocarbon exploration,Abandoned,Dry,,,,,P08,418.75028193
L11-A-02,L11-A-02,53.33566405,4.37615524,Hydrocarbon exploration,Abandoned,Technical failure,L11a-A,L11-A,GDF Production Nederland B.V.,Gas,L11,410.905832572
L11-A-02-S1,L11-A-02-S1,53.33566405,4.37615524,Hydrocarbon exploration,Abandoned,Gas,L11a-A,L11-A,GDF Production Nederland B.V.,Gas,L11,410.905832572
P11-02,P11-02,52.40241445,3.60982235,Hydrocarbon exploration,Abandoned,Dry,,,,,P11,420.321130842
K07-09,K07-09,53.51224148,3.31978998,Hydrocarbon exploration,Suspended,Gas,K07-FC,K07-FC,Tenaz Energy Netherlands B.V.,Gas,K07,407.934181579
Q13-10,Q13-10,52.21677165,4.0503719,Hydrocarbon exploration,Abandoned,Dry,,,,,Q13,397.200003168
Q13-11,Q13-11,52.21911416,4.11836509,Hydrocarbon exploration,Abandoned,Dry,,,,,Q13,397.200003168
COV-17-S1,COV-17-S1,52.65868923,6.61340377,Hydrocarbon evaluation,Plugged back and sidetracked,Gas,Coevorden,COV,Nederlandse Aardolie Maatschappij B.V.,Gas,,
ZDW-A-10-S2,ZDW-A-10-S2,53.18633291,5.16579202,Hydrocarbon development,Plugged back and sidetracked,Technical failure,Zuidwal,ZDW,Vermilion Energy Netherlands B.V.,Gas,,
SGZ-03-S1,SGZ-03-S1,51.99439172,4.14329303,Hydrocarbon exploration,Plugged back and sidetracked,Gas,,,,,,
ANN-03-S1,ANN-03-S1,53.08671127,6.7821833,Hydrocarbon evaluation,Suspended,Gas,,,,,,
DAL-05-S1,DAL-05-S1,52.70646957,6.71397557,Hydrocarbon evaluation,Plugged back and sidetracked,Technical failure,Dalen,DAL,Nederlandse Aardolie Maatschappij B.V.,Gas,,
DAL-05-S5,DAL-05-S5,52.70646957,6.71397557,Hydrocarbon evaluation,Closed-in,Gas,Dalen,DAL,Nederlandse Aardolie Maatschappij B.V.,Gas,,
WAS-07-S2,WAS-07-S2,52.10010514,4.36426058,Hydrocarbon development,Abandoned,Oil,Wassenaar,WAS,Nederlandse Aardolie Maatschappij B.V.,Olie,,
WAS-07-S2,WAS-07-S2,52.10010514,4.36426058,Hydrocarbon development,Abandoned,Oil,Wassenaar-Diep,WASD,Nederlandse Aardolie Maatschappij B.V.,Gas,,
COV-26-S2,COV-26-S2,52.65768178,6.6929784,Hydrocarbon evaluation,Producing/Injecting,Gas,Coevorden,COV,Nederlandse Aardolie Maatschappij B.V.,Gas,,
BKLM-07-S1,BKLM-07-S1,52.60818282,4.75461477,Gas storage development,Producing/Injecting,Gas,Alkmaar,ALK,TAQA Piek Gas B.V.,Gas,,
STM-02-S2,STM-02-S2,52.55746064,4.78798095,Hydrocarbon exploration,Suspended,Technical failure,Zuid-Schermer,ZSRM,TAQA Offshore B.V.,Gas,,
TWI-01-S1,TWI-01-S1,52.73435381,5.03305976,Hydrocarbon exploration,Abandoned,Technical failure,,,,,,
COV-17-S2,COV-17-S2,52.65868923,6.61340377,Hydrocarbon development,Suspended,Gas,Coevorden,COV,Nederlandse Aardolie Maatschappij B.V.,Gas,,
ROT-01-S1,ROT-01-S1,53.19308664,6.92848736,Observation,Observing,Gas,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,,
BRW-01-S2,BRW-01-S2,53.29032536,7.01683083,Hydrocarbon development by injection,Abandoned,Technical failure,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,,
ZPD-03-S3,ZPD-03-S3,53.20270099,6.9869487,Hydrocarbon development,Closed-in,Gas,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,,
WAS-10-S5,WAS-10-S5,52.10027424,4.36406696,Hydrocarbon development,Abandoned,Oil,Wassenaar,WAS,Nederlandse Aardolie Maatschappij B.V.,Olie,,
WAS-10-S5,WAS-10-S5,52.10027424,4.36406696,Hydrocarbon development,Abandoned,Oil,Wassenaar-Diep,WASD,Nederlandse Aardolie Maatschappij B.V.,Gas,,
WAS-19-S1,WAS-19-S1,52.10632854,4.3563814,Hydrocarbon development,Abandoned,Oil,Wassenaar,WAS,Nederlandse Aardolie Maatschappij B.V.,Olie,,
WAS-19-S1,WAS-19-S1,52.10632854,4.3563814,Hydrocarbon development,Abandoned,Oil,Wassenaar-Diep,WASD,Nederlandse Aardolie Maatschappij B.V.,Gas,,
UTB-10-S1,UTB-10-S1,53.17416207,6.89062692,Hydrocarbon evaluation,Suspended,Gas,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,,
IJS-36-S1,IJS-36-S1,51.88913933,4.55188282,Hydrocarbon development,Abandoned,Oil and gas,IJsselmonde,IJS,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,,
AWG-109-S1,AWG-109-S1,53.49200285,5.94045881,Hydrocarbon development,Suspended,Gas,Ameland-Westgat,AWG,Nederlandse Aardolie Maatschappij B.V.,Gas,,
ZDW-A-10-S3,ZDW-A-10-S3,53.18633291,5.16579202,Hydrocarbon development,Suspended,Gas,Zuidwal,ZDW,Vermilion Energy Netherlands B.V.,Gas,,
SGZ-03-S2,SGZ-03-S2,51.99439172,4.14329303,Hydrocarbon exploration,Closed-in,Gas,,,,,,
AWG-106-S1,AWG-106-S1,53.49201791,5.94046623,Hydrocarbon development by injection,Producing/Injecting,Water,Ameland-Westgat,AWG,Nederlandse Aardolie Maatschappij B.V.,Gas,,
GRK-17-S1,GRK-17-S1,53.2765617,6.30959888,Gas storage development,Producing/Injecting,Gas,Grijpskerk,GRK,Nederlandse Aardolie Maatschappij B.V.,Gas,,
F16-A-03-S1,F16-A-03-S1,54.11592867,4.01101446,Hydrocarbon development,Abandoned,Gas,F16-E,F16-E,Wintershall Noordzee B.V.,Gas,F16,404.459384551
P01-01,P01-01,52.98183512,3.30152811,Hydrocarbon exploration,Abandoned,Gas,P01-FA,P01-FA, ,Gas,P01,208.868680159
P01-02,P01-02,52.88285853,3.19305625,Hydrocarbon exploration,Abandoned,Dry,,,,,P01,208.868680159
P01-03,P01-03,52.98130623,3.20477575,Hydrocarbon exploration,Abandoned,Gas,P01-FB,P01-FB, ,Gas,P01,208.868680159
P01-04,P01-04,52.94394381,3.19472104,Hydrocarbon exploration,Abandoned,Technical failure,,,,,P01,208.868680159
P01-05-S1,P01-05-S1,52.94394381,3.19483214,Hydrocarbon exploration,Abandoned,Dry,,,,,P01,208.868680159
P01-06,P01-06,52.97272381,3.30950079,Hydrocarbon evaluation,Abandoned,Gas,P01-FA,P01-FA, ,Gas,P01,208.868680159
P02-01,P02-01,52.89672482,3.62281641,Hydrocarbon exploration,Abandoned,Gas,P02-Delta,P02-1, ,Gas,P02,415.586841923
P02-02,P02-02,52.94197421,3.43522702,Hydrocarbon exploration,Abandoned,Gas,,,,,P02,415.586841923
P02-03,P02-03,52.90568883,3.60627683,Hydrocarbon exploration,Abandoned,Gas,P02-Delta,P02-1, ,Gas,P02,415.586841923
P02-05,P02-05,52.99039287,3.47089313,Hydrocarbon evaluation,Abandoned,Gas shows,,,,,P02,415.586841923
P03-01,P03-01,52.94600632,3.81443077,Hydrocarbon exploration,Abandoned,Dry,,,,,P03,415.608887593
P03-02,P03-02,52.97478706,3.99810107,Hydrocarbon exploration,Abandoned,Technical failure,Q01-Northwest,Q01-NW, ,Olie,P03,415.608887593
P03-02-S1,P03-02-S1,52.97478706,3.99810107,Hydrocarbon exploration,Abandoned,Oil,Q01-Northwest,Q01-NW, ,Olie,P03,415.608887593
SCH-025-S1,SCH-025-S1,52.66281529,6.90673244,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-026,SCH-026,52.66678857,6.88488067,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-026,SCH-026,52.66678857,6.88488067,Hydrocarbon development,Abandoned,Oil,Schoonebeek Gas,SCHG,Nederlandse Aardolie Maatschappij B.V.,Gas,,
SCH-027,SCH-027,52.65110892,6.95762287,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-027-S1,SCH-027-S1,52.65110892,6.95762287,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-028,SCH-028,52.64128397,7.01051107,Hydrocarbon development,Abandoned,Dry,,,,,,
SCH-029,SCH-029,52.65804125,6.88786415,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-029,SCH-029,52.65804125,6.88786415,Hydrocarbon development,Abandoned,Oil,Schoonebeek Gas,SCHG,Nederlandse Aardolie Maatschappij B.V.,Gas,,
SCH-030,SCH-030,52.65445399,6.9602403,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-030-S1,SCH-030-S1,52.65445399,6.9602403,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-031,SCH-031,52.65454994,6.88603043,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-031,SCH-031,52.65454994,6.88603043,Hydrocarbon development,Abandoned,Oil,Schoonebeek Gas,SCHG,Nederlandse Aardolie Maatschappij B.V.,Gas,,
SCH-032,SCH-032,52.64487406,6.94714468,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-033,SCH-033,52.65130596,6.88311176,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-033,SCH-033,52.65130596,6.88311176,Hydrocarbon development,Abandoned,Oil,Schoonebeek Gas,SCHG,Nederlandse Aardolie Maatschappij B.V.,Gas,,
SCH-034,SCH-034,52.64057309,6.92750267,Hydrocarbon development by injection,Abandoned,Dry,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-035,SCH-035,52.65194472,6.8773399,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-035,SCH-035,52.65194472,6.8773399,Hydrocarbon development,Abandoned,Oil,Schoonebeek Gas,SCHG,Nederlandse Aardolie Maatschappij B.V.,Gas,,
SCH-036,SCH-036,52.65769197,6.96279516,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-037,SCH-037,52.65056308,6.90061455,Hydrocarbon development,Abandoned,Dry,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-037,SCH-037,52.65056308,6.90061455,Hydrocarbon development,Abandoned,Dry,Schoonebeek Gas,SCHG,Nederlandse Aardolie Maatschappij B.V.,Gas,,
SCH-037A,SCH-037A,52.65060706,6.90068996,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-037A,SCH-037A,52.65060706,6.90068996,Hydrocarbon development,Abandoned,Oil,Schoonebeek Gas,SCHG,Nederlandse Aardolie Maatschappij B.V.,Gas,,
SCH-038,SCH-038,52.65346728,6.93819713,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-039,SCH-039,52.64839481,6.96708771,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-040,SCH-040,52.6480645,6.94991799,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-041,SCH-041,52.65591522,6.91645188,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-041-S2,SCH-041-S2,52.65591522,6.91645188,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-042,SCH-042,52.64949905,6.91981998,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-043,SCH-043,52.67390509,6.88362976,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-043,SCH-043,52.67390509,6.88362976,Hydrocarbon development,Abandoned,Oil,Schoonebeek Gas,SCHG,Nederlandse Aardolie Maatschappij B.V.,Gas,,
SCH-044,SCH-044,52.65667901,6.90384048,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-044,SCH-044,52.65667901,6.90384048,Hydrocarbon development,Abandoned,Oil,Schoonebeek Gas,SCHG,Nederlandse Aardolie Maatschappij B.V.,Gas,,
SCH-046,SCH-046,52.65187273,6.88948626,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-046,SCH-046,52.65187273,6.88948626,Hydrocarbon development,Abandoned,Oil,Schoonebeek Gas,SCHG,Nederlandse Aardolie Maatschappij B.V.,Gas,,
SCH-047,SCH-047,52.66174679,6.89832392,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-047-S1,SCH-047-S1,52.66174679,6.89832392,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-048,SCH-048,52.65845977,6.89881697,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-048,SCH-048,52.65845977,6.89881697,Hydrocarbon development,Abandoned,Oil,Schoonebeek Gas,SCHG,Nederlandse Aardolie Maatschappij B.V.,Gas,,
SCH-049,SCH-049,52.6523959,6.88577964,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-049,SCH-049,52.6523959,6.88577964,Hydrocarbon development,Abandoned,Oil,Schoonebeek Gas,SCHG,Nederlandse Aardolie Maatschappij B.V.,Gas,,
SCH-050,SCH-050,52.67879138,6.90376087,Hydrocarbon development by injection,Abandoned,Oil shows,,,,,,
SCH-051,SCH-051,52.65115767,6.93471637,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-052,SCH-052,52.65190746,6.88030933,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-052,SCH-052,52.65190746,6.88030933,Hydrocarbon development,Abandoned,Oil,Schoonebeek Gas,SCHG,Nederlandse Aardolie Maatschappij B.V.,Gas,,
SCH-492,SCH-492,52.66529678,6.88842236,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-492,SCH-492,52.66529678,6.88842236,Hydrocarbon development,Abandoned,Oil,Schoonebeek Gas,SCHG,Nederlandse Aardolie Maatschappij B.V.,Gas,,
SCH-493,SCH-493,52.65374003,6.94414846,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-494,SCH-494,52.65370448,6.94411764,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-495-S1,SCH-495-S1,52.66275609,6.906723,Hydrocarbon development by injection,Abandoned,Water,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-496,SCH-496,52.67042953,6.88268339,Hydrocarbon development by injection,Abandoned,Water,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-496,SCH-496,52.67042953,6.88268339,Hydrocarbon development by injection,Abandoned,Water,Schoonebeek Gas,SCHG,Nederlandse Aardolie Maatschappij B.V.,Gas,,
SCH-497-S1,SCH-497-S1,52.65412806,6.89096746,Hydrocarbon development by injection,Abandoned,Water,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-497-S1,SCH-497-S1,52.65412806,6.89096746,Hydrocarbon development by injection,Abandoned,Water,Schoonebeek Gas,SCHG,Nederlandse Aardolie Maatschappij B.V.,Gas,,
SCH-498,SCH-498,52.66778785,6.92767289,Hydrocarbon development by injection,Abandoned,Water,,,,,,
SCH-498-S1,SCH-498-S1,52.66778785,6.92767289,Hydrocarbon development by injection,Abandoned,Technical failure,,,,,,
SCH-498-S2,SCH-498-S2,52.66778785,6.92767289,Hydrocarbon development by injection,Abandoned,Water,,,,,,
SCH-499,SCH-499,52.65454913,6.90381134,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-499,SCH-499,52.65454913,6.90381134,Hydrocarbon development,Abandoned,Oil,Schoonebeek Gas,SCHG,Nederlandse Aardolie Maatschappij B.V.,Gas,,
SCH-417-S1,SCH-417-S1,52.65723145,6.95547655,Hydrocarbon development by injection,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
ZDW-A-07,ZDW-A-07,53.18634686,5.16582896,Hydrocarbon development,Closed-in,Gas,Zuidwal,ZDW,Vermilion Energy Netherlands B.V.,Gas,,
COV-50-S1,COV-50-S1,52.62521215,6.65349199,Hydrocarbon development,Producing/Injecting,Gas,Coevorden,COV,Nederlandse Aardolie Maatschappij B.V.,Gas,,
SCH-141-S1,SCH-141-S1,52.65200496,6.90243775,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-141-S1,SCH-141-S1,52.65200496,6.90243775,Hydrocarbon development,Abandoned,Oil,Schoonebeek Gas,SCHG,Nederlandse Aardolie Maatschappij B.V.,Gas,,
SCH-141-S2,SCH-141-S2,52.65200496,6.90243775,Hydrocarbon development,Abandoned,Oil,Schoonebeek Olie,SCHO,Nederlandse Aardolie Maatschappij B.V.,Olie,,
SCH-141-S2,SCH-141-S2,52.65200496,6.90243775,Hydrocarbon development,Abandoned,Oil,Schoonebeek Gas,SCHG,Nederlandse Aardolie Maatschappij B.V.,Gas,,
WMR-01,WMR-01,52.7255274,4.79523999,Hydrocarbon exploration,Abandoned,Gas shows,,,,,,
TWR-324,TWR-324,52.21575768,6.80537612,Salt mining development,Closed-in,Salt,,,,,,
TWR-325,TWR-325,52.22157579,6.80579852,Salt mining development,Closed-in,Salt,,,,,,
TWR-326,TWR-326,52.22155445,6.80630997,Salt mining development,Closed-in,Salt,,,,,,
TWR-327,TWR-327,52.22153407,6.80682349,Salt mining development,Closed-in,Salt,,,,,,
TWR-328,TWR-328,52.22203986,6.80920063,Salt mining development,Suspended,Salt,,,,,,
TWR-329,TWR-329,52.22230901,6.80881126,Salt mining development,Suspended,Salt,,,,,,
TWR-330,TWR-330,52.22257821,6.80842437,Salt mining development,Suspended,Salt,,,,,,
TWR-331,TWR-331,52.22384763,6.80737984,Salt mining development,Suspended,Salt,,,,,,
TWR-332,TWR-332,52.22402706,6.80696767,Salt mining development,Suspended,Salt,,,,,,
TWR-333,TWR-333,52.2242073,6.80654865,Salt mining development,Suspended,Salt,,,,,,
TWR-334,TWR-334,52.22533536,6.80873501,Salt mining development,Suspended,Salt,,,,,,
TWR-335,TWR-335,52.22537214,6.80931569,Salt mining development,Suspended,Salt,,,,,,
TWR-336,TWR-336,52.22552453,6.80989611,Salt mining development,Suspended,Salt,,,,,,
ZOM-20,ZOM-20,52.08314822,4.46130543,Hydrocarbon development,Abandoned,Oil,Zoetermeer,ZOM,Nederlandse Aardolie Maatschappij B.V.,Olie,,
ZOM-20-S1,ZOM-20-S1,52.08314822,4.46130543,Hydrocarbon development,Abandoned,Oil,Zoetermeer,ZOM,Nederlandse Aardolie Maatschappij B.V.,Olie,,
ZOM-21-S2,ZOM-21-S2,52.08407488,4.46978006,Hydrocarbon development,Abandoned,Oil,Zoetermeer,ZOM,Nederlandse Aardolie Maatschappij B.V.,Olie,,
ZOM-22,ZOM-22,52.08416499,4.46976275,Hydrocarbon development,Abandoned,Oil,Zoetermeer,ZOM,Nederlandse Aardolie Maatschappij B.V.,Olie,,
ZOM-23,ZOM-23,52.06334454,4.511898,Hydrocarbon development,Abandoned,Dry,,,,,,
ZOM-24,ZOM-24,52.08537016,4.45489545,Hydrocarbon development,Abandoned,Dry,Zoetermeer,ZOM,Nederlandse Aardolie Maatschappij B.V.,Olie,,
ZOM-24-S1,ZOM-24-S1,52.08537016,4.45489545,Hydrocarbon development,Abandoned,Oil,Zoetermeer,ZOM,Nederlandse Aardolie Maatschappij B.V.,Olie,,
ZOM-24-S2,ZOM-24-S2,52.08537016,4.45489545,Hydrocarbon development,Abandoned,Oil,Zoetermeer,ZOM,Nederlandse Aardolie Maatschappij B.V.,Olie,,
ZOM-26,ZOM-26,52.08307429,4.46132301,Hydrocarbon development,Abandoned,Oil,Zoetermeer,ZOM,Nederlandse Aardolie Maatschappij B.V.,Olie,,
ZOM-27,ZOM-27,52.08303396,4.46136134,Hydrocarbon development,Abandoned,Oil,Zoetermeer,ZOM,Nederlandse Aardolie Maatschappij B.V.,Olie,,
ZOM-27-S2,ZOM-27-S2,52.08303396,4.46136134,Hydrocarbon development,Abandoned,Oil,Zoetermeer,ZOM,Nederlandse Aardolie Maatschappij B.V.,Olie,,
ZOM-28,ZOM-28,52.07168126,4.49688631,Hydrocarbon evaluation,Abandoned,Oil,Zoetermeer,ZOM,Nederlandse Aardolie Maatschappij B.V.,Olie,,
ZOM-29,ZOM-29,52.07095385,4.49697371,Hydrocarbon evaluation,Abandoned,Oil,Zoetermeer,ZOM,Nederlandse Aardolie Maatschappij B.V.,Olie,,
ZOM-30,ZOM-30,52.07165529,4.4970181,Hydrocarbon evaluation,Abandoned,Oil,Zoetermeer,ZOM,Nederlandse Aardolie Maatschappij B.V.,Olie,,
ZOM-31,ZOM-31,52.07163786,4.49709138,Hydrocarbon evaluation,Abandoned,Oil,Zoetermeer,ZOM,Nederlandse Aardolie Maatschappij B.V.,Olie,,
ZOM-32,ZOM-32,52.07162044,4.49716466,Hydrocarbon development,Abandoned,Oil,Zoetermeer,ZOM,Nederlandse Aardolie Maatschappij B.V.,Olie,,
ZOM-33,ZOM-33,52.08022277,4.47255714,Hydrocarbon development,Abandoned,Oil,Zoetermeer,ZOM,Nederlandse Aardolie Maatschappij B.V.,Olie,,
ZOM-34,ZOM-34,52.08024154,4.47265888,Hydrocarbon evaluation,Abandoned,Oil,Zoetermeer,ZOM,Nederlandse Aardolie Maatschappij B.V.,Olie,,
ZOM-35,ZOM-35,52.08298992,4.46136196,Hydrocarbon development,Abandoned,Oil,Zoetermeer,ZOM,Nederlandse Aardolie Maatschappij B.V.,Olie,,
ZOM-36,ZOM-36,52.0829468,4.46137599,Hydrocarbon development,Abandoned,Oil,Zoetermeer,ZOM,Nederlandse Aardolie Maatschappij B.V.,Olie,,
ZOM-37,ZOM-37,52.08290261,4.46139149,Hydrocarbon development,Abandoned,Oil,Zoetermeer,ZOM,Nederlandse Aardolie Maatschappij B.V.,Olie,,
