well_id,well_name,latitude,longitude,coordinate_system,well_type,status,result,trajectory,operator,drilling_contractor,platform,start_date,end_date,end_depth_m,end_depth_unit,vertical_depth_m,true_vertical_depth_m,deviation_m,max_deviation_m,field_name,field_code,field_operator,field_result,field_status,block_name,block_area_sqkm,in_field,in_block,field_count,block_count
IJS-22-S2,IJS-22-S2,51.89487682,4.53226435,RD,Hydrocarbon development,Abandoned,Oil,Deviated,NAM, , ,1985-01-04,1985-01-26,1106,Rotary Table,1074.09,1067.67,168.26,-129.67,IJsselmonde,IJS,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,Abandoned,,,Yes,No,1,0
IJS-22-S1,IJS-22-S1,51.89487682,4.53226435,RD,Hydrocarbon development,Abandoned,Oil,Deviated,NAM, , ,1966-05-07,1966-05-18,1025,Rotary Table,994.34,987.92,159.12,-113.14,IJsselmonde,IJS,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,Abandoned,,,Yes,No,1,0
IJS-23,IJS-23,51.8953606,4.53575658,RD,Hydrocarbon development,Abandoned,Gas,Deviated,NAM, , ,1960-01-29,1960-03-01,1096,Rotary Table,1069.12,1062.28,200.37,79.03,IJsselmonde,IJS,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,Abandoned,,,Yes,No,1,0
IJS-23-S1,IJS-23-S1,51.8953606,4.53575658,RD,Hydrocarbon development,Abandoned,Gas,Deviated,NAM, , ,1984-01-12,1984-05-02,740.4,Rotary Table,726.14,719.3,97.98,71.8,IJsselmonde,IJS,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,Abandoned,,,Yes,No,1,0
IJS-24,IJS-24,51.89402281,4.54595174,RD,Hydrocarbon development,Abandoned,Oil and gas,Deviated,NAM, , ,1960-02-28,1960-03-29,1040.5,Rotary Table,1018.57,1011.53,-154.65,-85.3,IJsselmonde,IJS,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,Abandoned,,,Yes,No,1,0
IJS-25,IJS-25,51.8953421,4.53568429,RD,Hydrocarbon development,Abandoned,Dry,Deviated,NAM, , ,1960-03-02,1960-03-12,463,Rotary Table,461.83,454.95,17.66,-11.07,IJsselmonde,IJS,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,Abandoned,,,Yes,No,1,0
IJS-26,IJS-26,51.89196525,4.53981597,RD,Hydrocarbon development,Abandoned,Oil and gas,Deviated,NAM, , ,1960-03-17,1960-04-21,1600,Rotary Table,1539.1,1535.79,-281.62,275.16,IJsselmonde,IJS,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,Abandoned,,,Yes,No,1,0
IJS-18-S1,IJS-18-S1,51.89860642,4.52723877,RD,Hydrocarbon development,Abandoned,Oil and gas,Deviated,NAM, , ,1960-04-23,1960-05-03,1042.8,Rotary Table,1024.14,1015.67,70.82,131.63,IJsselmonde,IJS,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,Abandoned,,,Yes,No,1,0
IJS-28,IJS-28,51.89861498,4.52718049,RD,Hydrocarbon development,Abandoned,Oil and gas,Deviated,NAM, , ,1960-05-05,1961-08-08,1049.4,Rotary Table,1009.46,1001.06,221.62,-76.36,IJsselmonde,IJS,Nederlandse Aardolie Maatschappij B.V.,Olie en Gas,Abandoned,,,Yes,No,1,0
ROD-201-S1,ROD-201-S1,53.11799975,6.47306148,RD,Hydrocarbon evaluation,Suspended,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,KCA Deutag Drilling Ltd,T-10,1976-08-16,1976-10-29,3410,Rotary Table,3178.44,3167.38,-853.59,624.06,Roden,ROD,,,,,,No,No,0,0
ROT-01,ROT-01,53.19308664,6.92848736,RD,Observation,Plugged back and sidetracked,Technical failure,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Ideal 100,1968-10-01,1968-10-15,2131,Rotary Table,2126.51,2121.63,58.51,56.5,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,Depleted,,,Yes,No,1,0
ROW-01,ROW-01,52.34944114,6.90277826,RD,Hydrocarbon exploration,Abandoned,Oil shows,Vertical,Erdöl Niederlande,Bataafse Petroleum Maatschappij,Elwerath M27,1943-04-01,1943-07-18,748,Rotary Table,748,723,,,Rossum-Weerselo,ROW,Nederlandse Aardolie Maatschappij B.V.,Gas,Depleted,,,Yes,No,1,0
ROW-02,ROW-02,52.34339847,6.93693026,RD,Hydrocarbon exploration,Suspended,Gas,Vertical,NAM, , ,1955-03-20,1955-05-31,1230,Rotary Table,1229.18,1195.33,-19.08,-19.9,Rossum-Weerselo,ROW,Nederlandse Aardolie Maatschappij B.V.,Gas,Depleted,,,Yes,No,1,0
ROW-03,ROW-03,52.35021949,6.90936638,RD,Hydrocarbon exploration,Closed-in,Gas,Deviated,NAM, , ,1968-04-06,1968-05-26,2453,Rotary Table,2449.04,2417.83,42.9,-28.25,Rossum-Weerselo,ROW,Nederlandse Aardolie Maatschappij B.V.,Gas,Depleted,,,Yes,No,1,0
ROW-04,ROW-04,52.35045594,6.9091543,RD,Hydrocarbon evaluation,Producing/Injecting,Gas,Deviated,NAM,Nederlandse Aardolie Maatschappij B.V., ,1971-04-20,1971-05-28,2193.01,Rotary Table,2150.34,2118.62,164.79,184.88,Rossum-Weerselo,ROW,Nederlandse Aardolie Maatschappij B.V.,Gas,Depleted,,,Yes,No,1,0
ROW-05,ROW-05,52.36780149,6.92123326,RD,Hydrocarbon evaluation,Producing/Injecting,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Wagenborg Foxdrill B.V.,E 525,1972-06-04,1972-07-10,2047,Rotary Table,2043.07,2013.61,-13.22,-65.36,Rossum-Weerselo,ROW,Nederlandse Aardolie Maatschappij B.V.,Gas,Depleted,,,Yes,No,1,0
ROW-06-S1,ROW-06-S1,52.33032377,6.93652714,RD,Hydrocarbon evaluation,Plugged back and sidetracked,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,U 914 C,1976-01-19,1976-03-16,2256,Rotary Table,1943,1899.29,-553.06,-797.54,Rossum-Weerselo,ROW,Nederlandse Aardolie Maatschappij B.V.,Gas,Depleted,,,Yes,No,1,0
ROW-07-S1,ROW-07-S1,52.34331236,6.93704657,RD,Hydrocarbon evaluation,Producing/Injecting,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,U 914 C,1976-11-22,1977-02-04,2250,Rotary Table,2108.29,2072.22,-519.84,-313.27,Rossum-Weerselo,ROW,Nederlandse Aardolie Maatschappij B.V.,Gas,Depleted,,,Yes,No,1,0
ROW-08,ROW-08,52.33006208,6.93641838,RD,Hydrocarbon evaluation,Suspended,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,U 914 C,1977-12-04,1978-02-19,2540.01,Rotary Table,1974.93,1931.23,1441.88,5.12,Rossum-Weerselo,ROW,Nederlandse Aardolie Maatschappij B.V.,Gas,Depleted,,,Yes,No,1,0
ROW-09,ROW-09,52.33058312,6.93663553,RD,Hydrocarbon evaluation,Closed-in,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,U 914 C,1978-02-22,1978-04-23,2393.01,Rotary Table,2022.95,1979.33,-461.25,-545.5,Rossum-Weerselo,ROW,Nederlandse Aardolie Maatschappij B.V.,Gas,Depleted,,,Yes,No,1,0
RPL-01,RPL-01,53.07160513,4.97150579,RD,Hydrocarbon exploration,Abandoned,Dry,Vertical,Petroland B.V.,Transocean Drilling Ltd.,Transocean II,1972-05-11,1972-06-08,2509,Rotary Table,2509,2489.2,,,,,,,,,,No,No,0,0
RSB-01,RSB-01,51.52817729,4.68806565,RD,Hydrocarbon exploration,Abandoned,Dry,Deviated,NAM, , ,1969-12-16,1970-06-17,4644.5,Rotary Table,4635.5,4621.4,19.71,-193.14,,,,,,,,No,No,0,0
RST-01,RST-01,52.61346975,4.86809722,RD,Hydrocarbon exploration,Abandoned,Gas,Vertical,Nederlandse Aardolie Maatschappij B.V.,KCA Deutag,T-10,1976-11-10,1977-01-07,2684,Rotary Table,2681.36,2678.84,13.51,18.66,,,,,,,,No,No,0,0
RST-02-S1,RST-02-S1,52.6133328,4.8677498,RD,Hydrocarbon evaluation,Abandoned,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,KCA Deutag Drilling Ltd,T-19,1981-10-09,1981-11-26,2770,Rotary Table,2470.1,2467.18,590.36,878.45,,,,,,,,No,No,0,0
RSW-03,RSW-03,52.83664564,7.07006605,RD,Hydrocarbon evaluation,Suspended,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,KCA Deutag Drilling Ltd,T-11,1979-06-12,1979-07-17,2338,Rotary Table,2294.15,2275.85,92.49,-346.11,Roswinkel,RSW,Nederlandse Aardolie Maatschappij B.V.,Gas,Abandoned,,,Yes,No,1,0
RSW-04,RSW-04,52.81905158,7.00789072,RD,Hydrocarbon evaluation,Suspended,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,KCA Deutag Drilling Ltd,T-19,1979-06-13,1979-07-28,2462.01,Rotary Table,2332.45,2312.1,476.94,405.23,Roswinkel,RSW,Nederlandse Aardolie Maatschappij B.V.,Gas,Abandoned,,,Yes,No,1,0
RSW-05,RSW-05,52.83650177,7.06968143,RD,Hydrocarbon evaluation,Abandoned,Technical failure,Deviated,Nederlandse Aardolie Maatschappij B.V.,KCA Deutag Drilling Ltd,T-11,1979-07-18,1979-09-22,2243,Rotary Table,2018.2,1999.93,-819.55,174.23,Roswinkel,RSW,Nederlandse Aardolie Maatschappij B.V.,Gas,Abandoned,,,Yes,No,1,0
RSW-06-S2,RSW-06-S2,52.81884039,7.00571219,RD,Hydrocarbon evaluation,Suspended,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,U 914 C,1979-11-12,1980-03-05,4231,Rotary Table,4036.7,4016.33,-875.06,291.61,Roswinkel,RSW,Nederlandse Aardolie Maatschappij B.V.,Gas,Abandoned,,,Yes,No,1,0
RSW-07-S2,RSW-07-S2,52.83636711,7.0692945,RD,Hydrocarbon evaluation,Suspended,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,KCA Deutag Drilling Ltd,T-11,1979-12-10,1980-01-04,2597,Rotary Table,2320.14,2301.83,-944.68,400.67,Roswinkel,RSW,Nederlandse Aardolie Maatschappij B.V.,Gas,Abandoned,,,Yes,No,1,0
RSW-01,RSW-01,52.82352217,7.03543253,RD,Hydrocarbon exploration,Suspended,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,U 914 C,1976-08-22,1976-10-02,2299,Rotary Table,2293.7,2273.72,-89.6,83.51,Roswinkel,RSW,Nederlandse Aardolie Maatschappij B.V.,Gas,Abandoned,,,Yes,No,1,0
RSW-02,RSW-02,52.82347603,7.03530497,RD,Hydrocarbon evaluation,Suspended,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,U 914 C,1977-03-12,1977-06-18,2620.01,Rotary Table,2236.08,2216.11,-144.16,1168.38,Roswinkel,RSW,Nederlandse Aardolie Maatschappij B.V.,Gas,Abandoned,,,Yes,No,1,0
RUI-01,RUI-01,52.73532219,6.4522865,RD,Hydrocarbon exploration,Abandoned,Dry,Vertical,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Ideal 50,1950-02-27,1950-05-30,1489,Rotary Table,1488.81,1474.13,-0.49,14.7,,,,,,,,No,No,0,0
RUI-02,RUI-02,52.74527938,6.4558027,RD,Hydrocarbon exploration,Abandoned,Gas shows,Deviated,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Boormaatschappij N.V. (Drilvo),Ideal 50,1954-01-20,1954-02-21,1287,Rotary Table,1285.7,1268.97,-1.16,34.98,,,,,,,,No,No,0,0
RVR-76,RVR-76,51.27649914,6.10742621,RD,Coal exploration,Abandoned,Coal,Vertical,DSM,"C.Deilmann,Bentheim", ,1956-01-03,1956-05-04,1104.7,Rotary Table,1104.7,1079.6,,,,,,,,,,No,No,0,0
RWD-01,RWD-01,53.10067449,5.77394404,RD,Hydrocarbon exploration,Closed-in,Gas,Vertical,Elf Petroland B.V.,Deutsche Schacht- und Tiefbohrgesellschaft,National 80B,1981-06-21,1981-08-06,1979,Rotary Table,1979,1972.58,,,Grouw-Rauwerd,GRW-RWD,Vermilion Energy Netherlands B.V.,Gas,In production,,,Yes,No,1,0
PB-B,PB-B,51.96630521,6.77644949,RD,Geological exploration, ,Dry,Vertical,ROD, , ,1906-01-01,1906-12-31,38,Rotary Table,38,-4,,,,,,,,,,No,No,0,0
PB-C,PB-C,51.95937049,6.71534069,RD,Geological exploration, ,Dry,Vertical,ROD,"Hoogendoorn, N, Giessendam", ,1914-05-01,1914-12-31,55.2,Rotary Table,55.2,18.2,,,,,,,,,,No,No,0,0
PB-D,PB-D,51.95708437,6.73455147,RD,Geological exploration,Abandoned,Dry,Vertical,ROVD,"Mijnbouw Werken, Heerlen", ,1907-01-01,1907-12-31,207,Rotary Table,207,171.7,,,,,,,,,,No,No,0,0
PB-E,PB-E,51.96288532,6.73821806,RD,Geological exploration,Abandoned,Dry,Vertical,ROVD,"Mijnbouw Werken, Heerlen", ,1907-01-01,1907-12-31,330,Rotary Table,330,295,,,,,,,,,,No,No,0,0
PB-F,PB-F,51.96225951,6.75347829,RD,Geological exploration, ,Dry,Vertical,ROD,"Mijnbouw Werken, Heerlen", ,1907-01-01,1907-12-31,96,Rotary Table,96,59.6,,,,,,,,,,No,No,0,0
PB-G,PB-G,51.96491165,6.76883907,RD,Geological exploration, ,Dry,Vertical,ROD,"Mijnbouw Werken, Heerlen", ,1908-01-01,1908-12-31,29,Rotary Table,29,-13,,,,,,,,,,No,No,0,0
PB-H,PB-H,51.95383348,6.7668249,RD,Geological exploration,Abandoned,Dry,Vertical,ROVD,"Mijnbouw Werken, Heerlen", ,1908-01-01,1908-12-31,114,Rotary Table,114,74.3,,,,,,,,,,No,No,0,0
PB-J,PB-J,51.97497436,6.78450531,RD,Geological exploration,Abandoned,Dry,Vertical,ROVD,Rijksopsporing van Delfstoffen, ,1908-01-01,1908-12-31,114,Rotary Table,114,73.6,,,,,,,,,,No,No,0,0
PB-K,PB-K,52.00072971,6.80322207,RD,Geological exploration,Abandoned,Dry,Vertical,ROVD,"Mijnbouw Werken, Heerlen", ,1908-01-01,1908-12-31,215,Rotary Table,215,175.3,,,,,,,,,,No,No,0,0
PB-L,PB-L,52.13900867,6.84909702,RD,Geological exploration,Abandoned,Dry,Vertical,ROVD,"Mijnbouw Werken, Heerlen", ,1908-01-01,1908-12-31,176.17,Rotary Table,176.17,144.17,,,,,,,,,,No,No,0,0
PB-M,PB-M,52.28861443,6.92833506,RD,Geological exploration,Abandoned,Dry,Vertical,ROVD, , ,1908-01-01,1908-12-31,154,Rotary Table,154,111.5,,,,,,,,,,No,No,0,0
PB-N,PB-N,52.34790096,6.82082167,RD,Geological exploration,Abandoned,Dry,Vertical,ROVD, , ,1908-01-01,1908-12-31,166,Rotary Table,166,152.6,,,,,,,,,,No,No,0,0
PB-O,PB-O,52.42217114,6.89850446,RD,Geological exploration,Abandoned,Dry,Vertical,ROVD, , ,1908-01-01,1908-12-31,366,Rotary Table,366,329.4,,,Tubbergen,TUB,Nederlandse Aardolie Maatschappij B.V.,Gas,Abandoned,,,Yes,No,1,0
PB-P,PB-P,52.65632269,6.67744555,RD,Geological exploration,Abandoned,Dry,Vertical,ROVD,Rijksopsporing van Delfstoffen, ,1909-01-01,1909-12-31,375.7,Rotary Table,375.7,364.7,,,Coevorden,COV,Nederlandse Aardolie Maatschappij B.V.,Gas,In production,,,Yes,No,1,0
PB-Q,PB-Q,52.75955958,6.89456903,RD,Geological exploration,Abandoned,Dry,Vertical,ROVD,Rijksopsporing van Delfstoffen, ,1909-01-01,1909-12-31,504,Rotary Table,504,487,,,Emmen,EMM,Nederlandse Aardolie Maatschappij B.V.,Gas,Abandoned,,,Yes,No,1,0
PB-R,PB-R,51.93678273,6.74892177,RD,Geological exploration,Abandoned,Dry,Vertical,ROVD,"Vulkaan, Leeuwarden", ,1915-01-01,1915-04-30,126.33,Rotary Table,126.33,79.33,,,,,,,,,,No,No,0,0
PB-S,PB-S,51.92773401,6.74239509,RD,Geological exploration,Abandoned,Dry,Vertical,ROVD,"Vulkaan, Leeuwarden", ,1915-01-04,1915-05-31,130.29,Rotary Table,130.29,82.29,,,,,,,,,,No,No,0,0
PB-T,PB-T,51.94620716,6.64534799,RD,Geological exploration,Abandoned,Dry,Vertical,ROVD,"Vulkaan, Leeuwarden", ,1915-01-06,1915-07-31,140.7,Rotary Table,140.7,113.7,,,,,,,,,,No,No,0,0
PB-U,PB-U,51.97130932,6.6764703,RD,Geological exploration, ,Dry,Vertical,ROD,"Vulkaan, Leeuwarden", ,1915-01-07,1915-08-31,69.05,Rotary Table,69.05,40.05,,,,,,,,,,No,No,0,0
PB-V,PB-V,51.98286653,6.68815783,RD,Geological exploration, ,Dry,Vertical,ROD,"Vulkaan, Leeuwarden", ,1915-01-07,1915-09-30,71.35,Rotary Table,71.35,41.35,,,,,,,,,,No,No,0,0
TWR-364,TWR-364,52.21472101,6.83202078,RD,Salt mining development,Abandoned,Salt,Vertical,Akzo Salt and Basic Chemicals B.V., , ,1991-01-21,1991-01-30,481,Maaiveld,481,453.71,,,Twenthe-Rijn Zout,TWRN ZOUT,,,,,,No,No,0,0
TWR-365,TWR-365,52.21437746,6.83217354,RD,Salt mining development,Abandoned,Salt,Vertical,Akzo Salt and Basic Chemicals B.V., , ,1991-01-01,1991-02-27,482.45,Maaiveld,482.45,454.87,,,Twenthe-Rijn Zout,TWRN ZOUT,,,,,,No,No,0,0
TWR-366,TWR-366,52.21402972,6.83193485,RD,Salt mining development,Abandoned,Salt,Vertical,Akzo Salt and Basic Chemicals B.V., , ,1991-03-18,1991-03-21,480.52,Maaiveld,480.52,452.68,,,Twenthe-Rijn Zout,TWRN ZOUT,,,,,,No,No,0,0
TWR-367,TWR-367,52.21457835,6.82858724,RD,Salt mining development,Closed-in,Salt,Vertical,Akzo Salt and Basic Chemicals B.V., , ,1991-12-06,1991-12-16,476.7,Maaiveld,476.7,449.19,,,Twenthe-Rijn Zout,TWRN ZOUT,,,,,,No,No,0,0
TWR-368,TWR-368,52.21459833,6.82800311,RD,Salt mining development,Producing/Injecting,Salt,Vertical,Akzo Salt and Basic Chemicals B.V., , ,1991-11-12,1991-11-27,477.3,Maaiveld,477.3,449.86,,,Twenthe-Rijn Zout,TWRN ZOUT,,,,,,No,No,0,0
TWR-369,TWR-369,52.21311087,6.82768252,RD,Salt mining development,Closed-in,Salt,Vertical,Akzo Salt and Basic Chemicals B.V., , ,1990-10-22,1990-11-01,478,Maaiveld,478,450.5,,,Twenthe-Rijn Zout,TWRN ZOUT,,,,,,No,No,0,0
TWR-370,TWR-370,52.21275002,6.82767743,RD,Salt mining development,Closed-in,Salt,Vertical,Akzo Salt and Basic Chemicals B.V., , ,1990-01-01,1990-11-29,480,Maaiveld,480,452.59,,,Twenthe-Rijn Zout,TWRN ZOUT,,,,,,No,No,0,0
TWR-371,TWR-371,52.21239109,6.82766948,RD,Salt mining development,Closed-in,Salt,Vertical,Akzo Salt and Basic Chemicals B.V., , ,1990-12-06,1990-12-17,478.9,Maaiveld,478.9,451.38,,,Twenthe-Rijn Zout,TWRN ZOUT,,,,,,No,No,0,0
TWR-384,TWR-384,52.21217179,6.81375186,RD,Salt mining development,Closed-in,Salt,Vertical,Akzo Salt and Basic Chemicals B.V., , ,1992-02-05,1992-02-17,475.98,Maaiveld,475.98,450.12,,,Twenthe-Rijn Zout,TWRN ZOUT,,,,,,No,No,0,0
TWR-386,TWR-386,52.21283355,6.8142144,RD,Salt mining development,Closed-in,Salt,Vertical,Akzo Salt and Basic Chemicals B.V., , ,1992-03-25,1992-04-13,475.1,Maaiveld,475.1,449.54,,,Twenthe-Rijn Zout,TWRN ZOUT,,,,,,No,No,0,0
TWR-387,TWR-387,52.21366443,6.81212103,RD,Salt mining development,Abandoned,Salt,Vertical,Akzo Salt and Basic Chemicals B.V., , ,1992-07-13,1992-07-23,480.4,Maaiveld,480.4,454.58,,,Twenthe-Rijn Zout,TWRN ZOUT,,,,,,No,No,0,0
TWR-388,TWR-388,52.21376705,6.81157321,RD,Salt mining development,Abandoned,Salt,Vertical,Akzo Salt and Basic Chemicals B.V., , ,1992-06-24,1992-07-02,483.3,Maaiveld,483.3,457.51,,,,,,,,,,No,No,0,0
TWR-389,TWR-389,52.21386915,6.81101585,RD,Salt mining development,Abandoned,Salt,Vertical,Akzo Salt and Basic Chemicals B.V., , ,1992-05-26,1992-06-11,481.7,Maaiveld,,455.97,,,Twenthe-Rijn Zout,TWRN ZOUT,,,,,,No,No,0,0
E16-01,E16-01,54.11423327,3.29118661,ED50-GEOGR,Hydrocarbon exploration,Abandoned,Dry,Vertical,Placid,Penrod International Drilling Company, ,1969-07-01,1969-09-10,3615,Rotary Table,3614.96,3586.42,-0.05,5.81,E17a-A,E17-FA,Eni Energy Netherlands B.V.,Gas,Depleted,E16,404.404124141,Yes,Yes,1,1
E17-01,E17-01,54.09336745,3.42254061,ED50-GEOGR,Hydrocarbon exploration,Abandoned,Gas shows,Vertical,Unocal,Transocean Drilling Ltd., ,1969-06-14,1969-09-05,3750,Rotary Table,3750,3726.63,,,,,,,,E17,404.413658752,No,Yes,0,1
E18-01,E18-01,54.12729595,3.88481237,ED50-GEOGR,Hydrocarbon exploration,Abandoned,Dry,Vertical,ARCO,Penrod International Drilling Company, ,1974-02-15,1974-03-22,2496,Rotary Table,2495.35,2462.65,,41.83,E18-A,E18-A,Wintershall Noordzee B.V.,Gas,Abandoned,E18,404.431475267,Yes,Yes,1,1
E18-02,E18-02,54.15068443,3.77658665,ED50-GEOGR,Hydrocarbon exploration,Abandoned,Dry,Deviated,NAM,Neddrill Nederland BV (SINDS MEI97 NOBLE DRILLING), ,1983-05-12,1983-09-01,4494,Rotary Table,4486.7,4447,111.9,110.91,,,,,,E18,404.431475267,No,Yes,0,1
F02-01-S1,F02-01-S1,54.85496805,4.65830861,ED50-GEOGR,Hydrocarbon evaluation,Abandoned,Oil and gas,Vertical,NAM, , ,1976-04-08,1976-06-29,3498,Rotary Table,3497.21,3461.31,30.18,31.07,F03-FB,F03-FB,Eni Energy Netherlands B.V.,Olie en Gas,In production,F02,396.402085727,Yes,Yes,1,1
F02-02-S1,F02-02-S1,54.91077944,4.63442297,ED50-UTM31,Hydrocarbon exploration,Abandoned,Dry,Vertical,Unocal, , ,1976-12-16,1977-01-31,3478.5,Kelly Bushing,3477.25,3442.85,-15.11,74.2,,,,,,F02,396.402085727,No,Yes,0,1
F02-03,F02-03,54.92745293,4.56537534,ED50-UTM31,Hydrocarbon exploration,Abandoned,Oil and gas,Vertical,Unocal,Penrod International Drilling Company, ,1982-06-20,1982-08-22,1650,Rotary Table,1650,1613.9,,,F02a Hanze Pliocene,HANP,Dana Petroleum Netherlands B.V.,Gas,In production,F02,396.402085727,Yes,Yes,1,1
F03-01,F03-01,54.99375321,4.90361607,ED50-GEOGR,Hydrocarbon exploration,Abandoned,Gas,Vertical,NAM, , ,1971-03-17,1971-05-30,3255,Rotary Table,3251.78,3221.58,-5.43,72.81,F03-FA,F03-FA,Spirit Energy Nederland B.V.,Gas,Abandoned,F03,396.475752278,Yes,Yes,1,1
F03-02,F03-02,54.93650074,4.85745005,ED50-GEOGR,Hydrocarbon exploration,Abandoned,Gas and oil shows,Vertical,NAM, ,Sedneth II,1971-06-01,1971-06-26,2150,Rotary Table,2148.12,2118.02,31.68,-56.43,F03c Anteater,F03c-Anteater,Dana Petroleum Netherlands B.V.,Gas,Production planned > 5 years,F03,396.475752278,Yes,Yes,1,1
F03-03,F03-03,54.84527375,4.70675471,ED50-GEOGR,Hydrocarbon exploration,Abandoned,Oil and gas,Deviated,NAM, , ,1973-12-27,1974-04-30,3917,Rotary Table,3907.95,3874.75,-84.34,-69.14,F03-FB,F03-FB,Eni Energy Netherlands B.V.,Olie en Gas,In production,F03,396.475752278,Yes,Yes,1,1
F03-04,F03-04,54.87324925,4.91945379,ED50-GEOGR,Hydrocarbon exploration,Abandoned,Dry,Vertical,NAM,Zapata International, ,1976-07-01,1976-09-05,3150,Rotary Table,3149.66,3115.46,-1.25,43.6,,,,,,F03,396.475752278,No,Yes,0,1
F03-05-S1,F03-05-S1,54.87541366,4.70461475,ED50-GEOGR,Hydrocarbon evaluation,Abandoned,Oil and gas,Vertical,Nederlandse Aardolie Maatschappij B.V.,Zapata International,Zapata Explorer,1977-05-17,1977-07-20,3825,Rotary Table,3821.68,3787.48,5.71,-30.36,F03-FB,F03-FB,Eni Energy Netherlands B.V.,Olie en Gas,In production,F03,396.475752278,Yes,Yes,1,1
F03-06,F03-06,54.86935767,4.6797254,ED50-GEOGR,Hydrocarbon evaluation,Abandoned,Oil and gas,Vertical,Nederlandse Aardolie Maatschappij B.V.,Santa Fe Drilling Company (North Sea) Ltd.,Britannia,1978-07-20,1978-11-09,3700,Rotary Table,3697.49,3668.29,56.32,-74.93,F03-FB,F03-FB,Eni Energy Netherlands B.V.,Olie en Gas,In production,F03,396.475752278,Yes,Yes,1,1
F03-07,F03-07,54.98047556,4.94953443,ED50-GEOGR,Hydrocarbon exploration,Abandoned,Oil,Vertical,NAM,Santa Fe Drilling Company (North Sea) Ltd., ,1981-04-02,1981-05-21,3108,Rotary Table,3105.77,3074.57,-42.48,-8,F03-FC,F03-FC, ,Olie,Production planned > 5 years,F03,396.475752278,Yes,Yes,1,1
F03-08,F03-08,54.99183652,4.90156048,ED50-GEOGR,Hydrocarbon exploration,Abandoned,Gas,Vertical,NAM,Santa Fe Drilling Company (North Sea) Ltd., ,1982-02-26,1982-04-19,3084,Rotary Table,3082.14,3051.24,35.8,29.87,F03-FA,F03-FA,Spirit Energy Nederland B.V.,Gas,Abandoned,F03,396.475752278,Yes,Yes,1,1
F04-01,F04-01,54.81915523,4.11857347,ED50-GEOGR,Hydrocarbon exploration,Abandoned,Dry,Vertical,Unocal, , ,1971-04-11,1971-06-10,3243.5,Rotary Table,3243.5,3216.5,,,,,,,,F04,397.992056404,No,Yes,0,1
F04-02-A,F04-02-A,54.799268,4.33016306,ED50-GEOGR,Hydrocarbon exploration,Abandoned,Dry,Vertical,Unocal,Penrod International Drilling Company, ,1980-07-11,1980-10-16,4656,Rotary Table,4652.75,4622.17,-136.99,93.86,,,,,,F04,397.992056404,No,Yes,0,1
F05-01,F05-01,54.78560267,4.48600089,ED50-GEOGR,Hydrocarbon exploration,Abandoned,Gas and oil shows,Deviated,Tenneco,Zapata International, ,1975-04-12,1975-05-24,2937,Rotary Table,2932,2894.7,,126.56,,,,,,F05,398.029977467,No,Yes,0,1
F05-02,F05-02,54.75068359,4.37858254,ED50-GEOGR,Hydrocarbon exploration,Abandoned,Dry,Vertical,BP Exploratie,Dyvi AS, ,1982-02-20,1982-04-20,2869,Rotary Table,2868.65,2826.85,-7.03,-31.59,,,,,,F05,398.029977467,No,Yes,0,1
F06-01,F06-01,54.82852673,4.6782848,ED50-NEDTM,Hydrocarbon evaluation,Abandoned,Technical failure,Vertical,Nederlandse Aardolie Maatschappij B.V.,Santa Fe Drilling Company (North Sea) Ltd.,Britannia,1981-09-09,1981-11-04,3530,Rotary Table,3529.29,3500.57,18.44,38.07,F03-FB,F03-FB,Eni Energy Netherlands B.V.,Olie en Gas,In production,F06,398.091173225,Yes,Yes,1,1
