well_id,well_name,latitude,longitude,coordinate_system,well_type,status,result,trajectory,operator,drilling_contractor,platform,start_date,end_date,end_depth_m,end_depth_unit,vertical_depth_m,true_vertical_depth_m,deviation_m,max_deviation_m,field_name,field_code,field_operator,field_result,field_status,block_name,block_area_sqkm,in_field,in_block,field_count,block_count
Q01-22,Q01-22,52.89111181,4.22360649,ED50-GEOGR,Hydrocarbon exploration,Abandoned,Dry,Vertical,Unocal Netherlands B.V.,Neddrill Nederland B.V.,Neddrill III,1987-10-11,1987-10-24,1885,Rotary Table,1885,1847.9,,,,,,,,Q01,415.641231765,No,Yes,0,1
P18-01,P18-01,52.15950971,3.88145831,ED50-GEOGR,Hydrocarbon exploration,Abandoned,Oil and gas,Deviated,Amoco Netherlands Petroleum Company,Global Marine,Glomar Adriatic III,1987-10-07,1988-01-01,3633,Rotary Table,3629.06,3602.96,14.92,-21.31,P15/P18 Waal; P15-09,Waal; P15-9,TAQA Offshore B.V.; TAQA Offshore B.V.,Olie; Gas,Production planned < 5 years; Depleted,P18,408.847438061,Yes,Yes,2,1
P09-HORIZON-A-01,P09-HORIZON-A-01,52.55255117,3.74102116,ED50-GEOGR,Hydrocarbon evaluation,Abandoned,Technical failure,Deviated,Unocal Netherlands B.V.,Neddrill Nederland B.V.,Neddrill 3,1987-10-27,1987-11-06,1514,Rotary Table,1513.89,1472.59,6.36,-13.62,Horizon,HORIZON,Petrogas E&P Netherlands B.V.,Olie,Abandoned,P09,418.770966412,Yes,Yes,1,1
P09-HORIZON-A-01-S1,P09-HORIZON-A-01-S1,52.55255117,3.74102116,ED50-GEOGR,Hydrocarbon evaluation,Abandoned,Oil,Horizontal,Unocal Netherlands B.V.,Neddrill Nederland B.V.,Neddrill 3,1987-11-06,1987-12-05,2519,Rotary Table,2078.26,2036.96,-246.35,500.91,Horizon,HORIZON,Petrogas E&P Netherlands B.V.,Olie,Abandoned,P09,418.770966412,Yes,Yes,1,1
L12-05,L12-05,53.47834012,4.81593987,ED50-GEOGR,Hydrocarbon exploration,Abandoned,Gas,Vertical,Nederlandse Aardolie Maatschappij B.V.,Neddrill Nederland B.V.,Neddrill 4,1987-11-12,1988-02-01,3708,Rotary Table,3706.72,3667.52,60.98,20.55,L12-FD,L12-FD, ,Gas,Production planned > 5 years,L12,410.72212597,Yes,Yes,1,1
K10-B-08,K10-B-08,53.36179141,3.2524803,ED50-GEOGR,Hydrocarbon development,Abandoned,Gas,Deviated,Pennzoil Nederland Company,Transocean Drilling Ltd., ,1987-11-20,1988-01-20,3365,Kelly Bushing,2879.12,2842.32,-1452.18,240.37,K10-B (gas),K10-B,Wintershall Noordzee B.V.,Gas,Abandoned,K10,374.682555089,Yes,Yes,1,1
K09AB-A-02,K09AB-A-02,53.5200548,3.9923899,ED50-GEOGR,Hydrocarbon development,Closed-in,Gas,Deviated,Placid,Penrod International Drilling Company, ,1987-12-01,1988-03-07,4157.5,Rotary Table,3936.5,3895.9,713.19,918.27,K09ab-A,K09ab-A,Eni Energy Netherlands B.V.,Gas,Depleted,K09,409.24468442,Yes,Yes,1,1
L09-03,L09-03,53.54017472,4.73915822,ED50-GEOGR,Hydrocarbon exploration,Abandoned,Gas,Vertical,Nederlandse Aardolie Maatschappij B.V.,Rowan Drilling & Aviation (Netherlands) B.V.,Gilbert Rowe,1987-12-10,1988-02-25,3885,Rotary Table,3882.79,3848.89,89.56,38.16,L09-FA,L09-FA,Tenaz Energy Netherlands B.V.,Gas,In production,L09,409.359900505,Yes,Yes,1,1
J06-04,J06-04,53.76567333,2.93707789,ED50-GEOGR,Hydrocarbon exploration,Abandoned,Gas,Deviated,Lasmo Nederland B.V.,Neddrill Nederland B.V.,Neddrill III,1996-09-26,1996-11-27,3755,Rotary Table,,,,,,,,,,J06,83.2834334023,No,Yes,0,1
P11-03,P11-03,52.37330781,3.34338621,ED50-GEOGR,Hydrocarbon exploration,Abandoned,Oil and gas,Deviated,Amoco Netherlands B.V.,Rowan Drilling & Aviation (Netherlands) B.V.,Arch Rowan,1996-10-03,1996-11-10,1974,Rotary Table,1905.67,1868.97,152.48,162.69,P11b De Ruyter,P11-Ruyter,Dana Petroleum Netherlands B.V.,Olie,In production,P11,420.321130842,Yes,Yes,1,1
K04-10,K04-10,53.76516241,3.19514315,ED50-GEOGR,Hydrocarbon exploration,Plugged back and sidetracked,Technical failure,Vertical,Elf Petroland,Noble Drilling (Nederland) B.V., ,1996-10-23,1996-11-20,2842,Rotary Table,2841.73,2801.33,17.45,-7.2,K04a-B,K04-B,TotalEnergies EP Nederland B.V.,Gas,In production,K04,407.616754379,Yes,Yes,1,1
K04-10-S2,K04-10-S2,53.76516241,3.19514315,ED50-GEOGR,Hydrocarbon exploration,Producing/Injecting,Gas,Deviated,Elf Petroland,Rowan Drilling & Aviation (Netherlands) B.V., ,1996-11-25,1997-01-12,4530,Rotary Table,4371.36,4330.96,-14.63,598.36,K04a-B,K04-B,TotalEnergies EP Nederland B.V.,Gas,In production,K04,407.616754379,Yes,Yes,1,1
G16-05,G16-05,54.00479391,5.08328331,ED50-GEOGR,Hydrocarbon exploration,Abandoned,Dry,Deviated,NAM,Ensco Offshore U.K. Limited, ,1996-10-28,1996-12-21,4010,Rotary Table,3918.5,3882.55,-88.75,-773.95,,,,,,G16,404.59999632,No,Yes,0,1
P02-NE-02,P02-NE-02,52.98396797,3.498319,ED50-GEOGR,Hydrocarbon evaluation,Abandoned,Gas,Deviated,Clyde Petroleum Exploratie B.V.,Neddrill Nederland B.V.,Neddrill 9,1996-11-19,1997-01-26,3482,Rotary Table,3022.43,2983.63,238.03,-549.72,P02-NE,P02-NE,Wintershall Noordzee B.V.,Gas,Abandoned,P02,415.586841923,Yes,Yes,1,1
P02-NE-02-S1,P02-NE-02-S1,52.98396797,3.498319,ED50-GEOGR,Hydrocarbon development,Abandoned,Technical failure,Horizontal,Clyde Petroleum Exploratie B.V.,Noble Drilling (Nederland) B.V.,Noble Lynda Bossler,1997-07-14,1997-07-27,3479,Rotary Table,2744.91,2706.11,357.13,-620.02,P02-NE,P02-NE,Wintershall Noordzee B.V.,Gas,Abandoned,P02,415.586841923,Yes,Yes,1,1
P02-NE-02-S2,P02-NE-02-S2,52.98396797,3.498319,ED50-GEOGR,Hydrocarbon development,Abandoned,Gas,Horizontal,Clyde Petroleum Exploratie B.V.,Noble Drilling (Nederland) B.V.,Noble Lynda Bossler,1997-07-27,1997-09-18,4132,Rotary Table,2764.06,2725.26,793.96,-1100.56,P02-NE,P02-NE,Wintershall Noordzee B.V.,Gas,Abandoned,P02,415.586841923,Yes,Yes,1,1
K01-03,K01-03,53.8594467,3.03247206,ED50-GEOGR,Hydrocarbon evaluation,Suspended,Gas,Vertical,Elf Petroland B.V.,Arethusa Onshore Services B.V.,Arethusa Scotian,1996-11-29,1997-02-01,3940,Rotary Table,3939.13,3901.03,30.92,-23.06,K01-A Unit,K01-A,TotalEnergies EP Nederland B.V.,Gas,In production,K01,406.011298534,Yes,Yes,1,1
P18-A-05-S1,P18-A-05-S1,52.1270093,3.93798562,ED50-GEOGR,Hydrocarbon development,Closed-in,Gas,Deviated,Amoco,Rowan Drilling & Aviation (Netherlands) B.V., ,1997-05-08,1997-07-16,5230,Rotary Table,3597.82,3549.22,2182.14,-2525.78,P18-2,P18-2,,,,P18,408.847438061,No,Yes,0,1
P18-A-06,P18-A-06,52.1270093,3.93798562,ED50-GEOGR,Hydrocarbon evaluation,Suspended,Gas,Deviated,Amoco Netherlands B.V.,Rowan Drilling Inc.,Arch Rowan,1996-11-28,1997-03-07,4805,Rotary Table,3779.56,3730.96,2604.71,-505.32,P18-2,P18-2,,,,P18,408.847438061,No,Yes,0,1
P18-A-06-S1,P18-A-06-S1,52.1270093,3.93798562,ED50-GEOGR,Hydrocarbon evaluation,Suspended,Gas,Deviated,BP Nederland Energy B.V.,Noble Drilling (Nederland) B.V.,Lynda Bossler,2003-06-24,2003-08-17,3954,Rotary Table,3391.78,3337.28,1081.45,331.43,P18-2,P18-2,,,,P18,408.847438061,No,Yes,0,1
K12-12,K12-12,53.47353596,3.68367528,ED50-GEOGR,Hydrocarbon exploration,Abandoned,Gas,Deviated,"Occidental Netherlands, Inc.",Neddrill Nederland B.V.,Neddrill 7,1996-12-14,1997-02-14,3814,Rotary Table,3791.15,3749.65,-11.7,52.09,,,,,,K12,410.840259954,No,Yes,0,1
K10-16,K10-16,53.46357061,3.33101948,ED50-GEOGR,Hydrocarbon exploration,Abandoned,Dry,Deviated,Wintershall Noordzee B.V.,Rowan Drilling,Rowan California,1996-12-20,1997-02-06,3540,Rotary Table,3534.8,3497.4,-107.46,-30.67,,,,,,K10,374.682555089,No,Yes,0,1
D18-01,D18-01,54.15209105,2.82357128,ED50-GEOGR,Hydrocarbon exploration,Suspended,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Ensco Netherlands Ltd.,Ensco 71,1996-12-14,1997-02-19,4204,Rotary Table,3954.65,3918.75,924.86,-853.53,D18a-A,D18-FA,Neptune Energy Netherlands B.V.,Gas,Abandoned,D18,197.596504484,Yes,Yes,1,1
K09C-A-05,K09C-A-05,53.65253024,3.87285475,ED50-GEOGR,Hydrocarbon development,Abandoned,Gas,Deviated,Occidental,Neddrill Nederland BV (SINDS MEI97 NOBLE DRILLING), ,1996-12-18,1997-02-14,4290,Rotary Table,4003.67,3964.27,-645.36,-158.79,K09c-A,K09c-A,Neptune Energy Netherlands B.V.,Gas,Abandoned,K09,409.24468442,Yes,Yes,1,1
K08-12-S1,K08-12-S1,53.65173606,3.4085301,ED50-GEOGR,Hydrocarbon exploration,Abandoned,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Ensco Offshore U.K. Limited,Ensco 72 / Ensco 70,1997-02-18,1997-06-12,4350,Rotary Table,4345.25,4308.3,28.23,71.79,K08-FD,K08-FD,Tenaz Energy Netherlands B.V.,Gas,Production planned > 5 years,K08,409.224287729,Yes,Yes,1,1
K08-12-S2,K08-12-S2,53.65173606,3.4085301,ED50-GEOGR,Hydrocarbon evaluation,Abandoned,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Global Santa Fé,GSF Monarch,2004-11-02,2004-12-06,3792,Rotary Table,3784.61,3741.51,58.42,64.19,K08-FD,K08-FD,Tenaz Energy Netherlands B.V.,Gas,Production planned > 5 years,K08,409.224287729,Yes,Yes,1,1
M09-03,M09-03,53.5220893,5.84513523,ED50-GEOGR,Hydrocarbon evaluation,Abandoned,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Ensco Offshore U.K. Limited,Ensco 85,1996-12-30,1997-03-13,3825,Rotary Table,3669.65,3634.55,-71.28,-941.87,,,,,,M09,358.903956479,No,Yes,0,1
L06-05-S1,L06-05-S1,53.69471137,4.94512275,ED50-GEOGR,Hydrocarbon exploration,Abandoned,Gas shows,Deviated,Nederlandse Aardolie Maatschappij B.V.,Ensco Offshore U.K. Limited,Ensco-70,1997-01-17,1997-04-18,4100,Rotary Table,4092.76,4056.81,45.02,50.07,,,,,,L06,407.758060729,No,Yes,0,1
P06-B-04,P06-B-04,52.73736608,3.80372564,ED50-GEOGR,Hydrocarbon evaluation,Abandoned,Gas,Deviated,Clyde Petroleum Exploratie B.V.,Neddrill Nederland B.V.,Neddrill 9,1997-02-12,1997-07-02,4266,Rotary Table,3673.14,3627.34,1428.91,-24.87,P06-Main,P06-Main,Wintershall Noordzee B.V.,Gas,Abandoned,P06,417.192386699,Yes,Yes,1,1
K09AB-B-02,K09AB-B-02,53.55105897,3.77963358,ED50-GEOGR,Hydrocarbon evaluation,Suspended,Gas,Deviated,"Occidental Netherlands, Inc.",Neddrill Nederland B.V.,Neddrill 7,1997-03-02,1997-06-02,4890,Rotary Table,3876.14,3837.24,-529.18,-2461.69,K09ab-B,K09ab-B,Eni Energy Netherlands B.V.,Gas,In production,K09,409.24468442,Yes,Yes,1,1
D12-05-S1,D12-05-S1,54.48063011,2.90783149,ED50-GEOGR,Hydrocarbon exploration,Abandoned,Gas,Deviated,Wintershall Noordzee B.V.,Rowan Drilling & Aviation (Netherlands) B.V.,Rowan California,1997-04-23,1997-06-04,3780,Kelly Bushing,3768.57,3732.37,10.45,-23.57,D12 Ilmenite,D12-ILM,Wintershall Noordzee B.V.,Gas,Production planned > 5 years,D12,253.914016906,Yes,Yes,1,1
G10-03,G10-03,54.45163198,5.14821525,ED50-GEOGR,Hydrocarbon exploration,Abandoned,Dry,Vertical,Elf Petroland,Arethusa Onshore Services B.V., ,1997-03-05,1997-04-07,3267,Rotary Table,3265.2,3225.1,,90.12,,,,,,G10,397.035364693,No,Yes,0,1
M04-04,M04-04,53.75515066,5.06308093,ED50-GEOGR,Hydrocarbon exploration,Abandoned,Gas,Deviated,Clyde Petroleum Exploratie B.V.,Reading & Bates UK,F.G.McClintock,1997-03-09,1997-05-09,4132,Rotary Table,4123.38,4085.68,-31.14,4.64,,,,,,M04,407.816408236,No,Yes,0,1
P12-C-02-S2,P12-C-02-S2,52.40892568,3.85976717,ED50-GEOGR,Hydrocarbon evaluation,Abandoned,Dry,Deviated,Clyde Petroleum Exploratie B.V.,Noble Drilling (Nederland) B.V.,Lynda Bossler,1999-09-17,1999-10-09,3339,Rotary Table,3187.98,3142.28,-225.58,-339.84,P12-C,P12-C,Wintershall Noordzee B.V.,Gas,Abandoned,P12,420.345233607,Yes,Yes,1,1
K14-10,K14-10,53.29815175,3.37040901,ED50-GEOGR,Hydrocarbon exploration,Abandoned,Dry,Deviated,Nederlandse Aardolie Maatschappij B.V.,Reading & Bates UK,Ron Tappmeyer,1987-04-23,1987-06-07,3483,Rotary Table,3317.62,3283.42,37.41,756.77,,,,,,K14,412.415007895,No,Yes,0,1
K14-10-S1,K14-10-S1,53.29815175,3.37040901,ED50-GEOGR,Hydrocarbon exploration,Abandoned,Dry,Deviated,Nederlandse Aardolie Maatschappij B.V.,Reading & Bates UK,Ron Tappmeyer,1987-06-12,1987-06-26,2357,Rotary Table,2297.49,2263.29,-15.06,-320.76,,,,,,K14,412.415007895,No,Yes,0,1
L07-H-01,L07-H-01,53.6245043,4.14352377,ED50-GEOGR,Hydrocarbon exploration,Abandoned,Gas,Vertical,Petroland B.V.,Hupco Drilling Ltd.,Andros,1987-04-25,1987-08-06,4409,Rotary Table,4406.05,4370.45,0.18,-47.51,L07-H,L07-H,TotalEnergies EP Nederland B.V.,Gas,Abandoned,L07,409.274288575,Yes,Yes,1,1
K12-B-05,K12-B-05,53.34115896,3.89550408,ED50-GEOGR,Hydrocarbon development,Closed-in,Gas,Deviated,"Placid International Oil, Ltd.",Penrod International Drilling Company,Penrod 81,1987-05-22,1987-08-28,4212,Rotary Table,4068.04,4026.64,140.55,888.25,K12-B,K12-B,Eni Energy Netherlands B.V.,Gas,In production,K12,410.840259954,Yes,Yes,1,1
P12-08,P12-08,52.46349089,3.82032852,ED50-GEOGR,Hydrocarbon exploration,Plugged back and sidetracked,Technical failure,Vertical,Mobil Producing Netherlands Inc.,Penrod International Drilling Company,Penrod 81,1988-03-11,1988-04-22,3102,Kelly Bushing,3100.94,3062.44,17.21,-38.39,,,,,,P12,420.345233607,No,Yes,0,1
P12-08-S1,P12-08-S1,52.46349089,3.82032852,ED50-GEOGR,Hydrocarbon exploration,Plugged back and sidetracked,Technical failure,Deviated,Mobil Producing Netherlands Inc.,Penrod International Drilling Company,Penrod 81,1988-04-23,1988-05-18,3630,Kelly Bushing,3627.53,3589.03,5.6,-74.63,,,,,,P12,420.345233607,No,Yes,0,1
P12-08-S2,P12-08-S2,52.46349089,3.82032852,ED50-GEOGR,Hydrocarbon exploration,Suspended,Gas,Deviated,Mobil Producing Netherlands Inc.,Penrod International Drilling Company,Penrod 81,1988-05-19,1988-06-20,4112,Kelly Bushing,4108.53,4070.03,0.4,-104.97,,,,,,P12,420.345233607,No,Yes,0,1
P12-07,P12-07,52.41604358,3.70136589,ED50-GEOGR,Hydrocarbon evaluation,Abandoned,Gas,Vertical,Mobil Producing Netherlands Inc.,Transocean Drilling Ltd.,Transocean VI,1987-06-20,1987-08-04,3025,Kelly Bushing,3023.82,2985.01,50.86,34.93,,,,,,P12,420.345233607,No,Yes,0,1
L07-H-03,L07-H-03,53.62446316,4.14349215,ED50-NEDTM,Hydrocarbon exploration,Abandoned,Technical failure,Deviated,Elf Petroland B.V.,Arethusa Offshore Co.,Arethusa Scotian,1996-03-06,1996-05-05,4521,Rotary Table,3914.22,3873.12,1115.38,-1728.05,L07-H,L07-H,TotalEnergies EP Nederland B.V.,Gas,Abandoned,L07,409.274288575,Yes,Yes,1,1
L07-H-03-S1,L07-H-03-S1,53.62446316,4.14349215,ED50-NEDTM,Hydrocarbon exploration,Abandoned,Gas,Deviated,Elf Petroland B.V.,Arethusa Offshore Co.,Arethusa Scotian,1996-05-08,1996-06-07,4905,Rotary Table,4252.27,4211.17,1121.17,-1901.89,L07-H,L07-H,TotalEnergies EP Nederland B.V.,Gas,Abandoned,L07,409.274288575,Yes,Yes,1,1
E17-02,E17-02,54.08151073,3.35746715,ED50-GEOGR,Hydrocarbon exploration,Suspended,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Ensco Offshore U.K. Limited,Ensco 71,1996-03-22,1996-06-23,4450,Rotary Table,4214.35,4177.35,512.73,712.9,,,,,,E17,404.413658752,No,Yes,0,1
L02-08,L02-08,53.85262909,4.3463825,ED50-GEOGR,Hydrocarbon exploration,Abandoned,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Ensco Offshore U.K. Limited,Ensco-70,1996-03-29,1996-10-22,5201,Rotary Table,5195.39,5159.29,-105.24,43.48,,,,,,L02,406.107004164,No,Yes,0,1
K10-15-S2,K10-15-S2,53.36178301,3.25263191,ED50-GEOGR,Hydrocarbon exploration,Abandoned,Technical failure,Deviated,Wintershall Noordzee B.V.,Rowan Drilling & Aviation (Netherlands) B.V.,Rowan California,1996-05-05,1996-07-12,4670,Kelly Bushing,2852.07,2812.37,-3035.96,-1235.57,K10-B (gas),K10-B,Wintershall Noordzee B.V.,Gas,Abandoned,K10,374.682555089,Yes,Yes,1,1
K10-15-S3,K10-15-S3,53.36178301,3.25263191,ED50-GEOGR,Hydrocarbon exploration,Abandoned,Gas,Deviated,Wintershall Noordzee B.V.,Rowan Drilling & Aviation (Netherlands) B.V.,Rowan California,1996-07-12,1996-08-12,4600,Kelly Bushing,2808.51,2768.81,-2985.09,-1213.07,K10-B (gas),K10-B,Wintershall Noordzee B.V.,Gas,Abandoned,K10,374.682555089,Yes,Yes,1,1
K06-GT-02,K06-GT-02,53.75278102,3.91489457,ED50-GEOGR,Hydrocarbon evaluation,Producing/Injecting,Gas,Deviated,Elf Petroland B.V.,Rowan Drilling Inc.,Cecil Provine,1996-04-20,1996-07-16,4975,Rotary Table,3995.08,3957.98,634.48,-2709.98,K06-G,K06-G,TotalEnergies EP Nederland B.V.,Gas,In production,K06,407.643043376,Yes,Yes,1,1
K12-B-07,K12-B-07,53.34115896,3.89550408,ED50-GEOGR,Hydrocarbon development,Plugged back and sidetracked,Technical failure,Deviated,"Occidental Netherlands, Inc.",Neddrill Nederland B.V.,Neddrill 4,1996-04-24,1996-07-30,4454,Rotary Table,4051.12,4012.02,-116.59,-1704.41,K12-B,K12-B,Eni Energy Netherlands B.V.,Gas,In production,K12,410.840259954,Yes,Yes,1,1
K12-B-07-S1,K12-B-07-S1,53.34115896,3.89550408,ED50-GEOGR,Hydrocarbon development,Producing/Injecting,Gas,Deviated,"Occidental Netherlands, Inc.",Neddrill Nederland B.V.,Neddrill 4,1996-07-30,1996-08-23,4220,Rotary Table,3852.95,3813.85,-136.12,-1579.11,K12-B,K12-B,Eni Energy Netherlands B.V.,Gas,In production,K12,410.840259954,Yes,Yes,1,1
L16-13,L16-13,53.11990886,4.04257561,ED50-GEOGR,Hydrocarbon exploration,Abandoned,Dry,Vertical,Continental Netherlands Oil Company,Neddrill Nederland B.V.,Neddrill 9,1996-04-30,1996-05-09,1510,Rotary Table,1509.99,1471.89,-0.85,0.31,,,,,,L16,414.053084625,No,Yes,0,1
L10-L-04,L10-L-04,53.41849796,4.18353675,ED50-GEOGR,Hydrocarbon development,Abandoned,Technical failure,Deviated,"Occidental Netherlands, Inc.",Neddrill Nederland B.V.,Neddrill III,1996-05-26,1996-07-08,3261,Rotary Table,3194.7,3144.5,18.63,-413.52,L10-CDA,L10-CDA,Eni Energy Netherlands B.V.,Gas,In production,L10,410.868387744,Yes,Yes,1,1
L10-L-04-S2,L10-L-04-S2,53.41849796,4.18353675,ED50-GEOGR,Hydrocarbon development,Abandoned,Gas,Deviated,"Occidental Netherlands, Inc.",Neddrill Nederland B.V.,Neddrill IV,1996-09-09,1996-09-21,3915,Rotary Table,3807.95,3757.75,37.83,-582.65,L10-CDA,L10-CDA,Eni Energy Netherlands B.V.,Gas,In production,L10,410.868387744,Yes,Yes,1,1
F02-05,F02-05,54.93901697,4.55400866,ED50-GEOGR,Hydrocarbon exploration,Abandoned,Oil,Vertical,RWE,Neddrill Nederland BV (SINDS MEI97 NOBLE DRILLING), ,1996-05-24,1996-07-17,1695,Rotary Table,1694.91,1653.81,9.38,-8.25,F02a Hanze; F02a Hanze Pliocene,F02-HAN; HANP,Dana Petroleum Netherlands B.V.; Dana Petroleum Netherlands B.V.,Olie; Gas,In production; In production,F02,396.402085727,Yes,Yes,2,1
K05-D-03,K05-D-03,53.69095754,3.48726023,ED50-NEDTM,Hydrocarbon exploration,Producing/Injecting,Gas,Deviated,Elf Petroland B.V.,Diamond Offshore Company,Diamond Scotian,1996-06-11,1996-09-06,5100,Rotary Table,3857.23,3814.13,2950.06,-523.49,K05a-D,K05-D,TotalEnergies EP Nederland B.V.,Gas,In production,K05,407.625349326,Yes,Yes,1,1
K07-10,K07-10,53.54276993,3.28770482,ED50-GEOGR,Hydrocarbon exploration,Suspended,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,Ensco Offshore U.K. Limited,Ensco 72,1996-06-20,1996-08-21,3420,Rotary Table,3414.78,3379.68,32.26,105.85,K07-FD,K07-FD,Tenaz Energy Netherlands B.V.,Gas,Temporarily abandoned,K07,407.934181579,Yes,Yes,1,1
A08-01,A08-01,55.53488828,3.63318893,ED50-GEOGR,Hydrocarbon exploration,Abandoned,Gas shows,Deviated,Nederlandse Aardolie Maatschappij B.V.,Ensco Offshore U.K. Limited,Ensco 71,1996-07-02,1996-08-03,3348,Rotary Table,3302.23,3262.69,-93.19,-381.53,,,,,,A08,381.257288911,No,Yes,0,1
L10-31,L10-31,53.4206361,4.10803478,ED50-GEOGR,Hydrocarbon exploration,Abandoned,Gas,Vertical,"Occidental Netherlands, Inc.",Neddrill Nederland B.V.,Neddrilll 7,1996-06-28,1996-09-07,3850,Rotary Table,3775.37,3735.57,-301.38,-150.99,L10-S2,L10-S2,Neptune Energy Netherlands B.V.,Gas,Abandoned,L10,410.868387744,Yes,Yes,1,1
L10-31-S1,L10-31-S1,53.4206361,4.10803478,ED50-GEOGR,Hydrocarbon development,Abandoned,Gas,Horizontal,Occidental,Noble Drilling (Nederland) B.V., ,1997-08-01,1997-09-03,3990,Rotary Table,3529.51,3489.71,-169.49,-477.42,L10-S2,L10-S2,Neptune Energy Netherlands B.V.,Gas,Abandoned,L10,410.868387744,Yes,Yes,1,1
G13-03,G13-03,54.30361284,5.10830425,ED50-NEDTM,Hydrocarbon exploration,Abandoned,Dry,Deviated,Elf Petroland,Rowan Drilling & Aviation (Netherlands) B.V., ,1996-07-19,1996-08-27,3087,Rotary Table,2999.98,2960.28,-258.66,-11.08,,,,,,G13,402.98792369,No,Yes,0,1
G13-03-S1,G13-03-S1,54.30361284,5.10830425,ED50-NEDTM,Hydrocarbon exploration,Abandoned,Dry,Deviated,Elf Petroland,Rowan Drilling & Aviation (Netherlands) B.V., ,1996-08-29,1996-10-06,3568,Rotary Table,3191.3,3151.6,-958.35,121.82,,,,,,G13,402.98792369,No,Yes,0,1
L08-P4-01,L08-P4-01,53.66072924,4.53963552,ED50-GEOGR,Hydrocarbon evaluation,Closed-in,Gas,Deviated,Wintershall Noordzee B.V.,Rowan Drilling Inc.,Rowan California,1996-08-17,1996-12-14,4930,Rotary Table,4920.19,4883.29,6.9,-1.72,L08-P,L08-P,Wintershall Noordzee B.V.,Gas,In production,L08,409.311271825,Yes,Yes,1,1
K09AB-B-01,K09AB-B-01,53.55106287,3.77963257,ED50-GEOGR,Hydrocarbon exploration,Plugged back and sidetracked,Gas,Deviated,"Occidental Netherlands, Inc.",Neddrill Nederland B.V.,Neddrill 4,1996-08-30,1996-11-12,3920,Rotary Table,3918.85,3879.6,-22.53,-32.78,K09ab-B,K09ab-B,Eni Energy Netherlands B.V.,Gas,In production,K09,409.24468442,Yes,Yes,1,1
K11-B-04,K11-B-04,53.4547712,3.66146691,ED50-GEOGR,Hydrocarbon development,Abandoned,Gas,Deviated,"Occidental Netherlands, Inc.",Neddrill Nederland B.V.,Neddrill 7,1996-09-13,1996-12-08,4395,Rotary Table,3616.9,3569.9,-388.18,-2042.2,K11-FB,K11-FB,GDF Production Nederland B.V.,Gas,Abandoned,K11,410.820839148,Yes,Yes,1,1
F15-08,F15-08,54.20729563,4.87396309,ED50-GEOGR,Hydrocarbon exploration,Abandoned,Gas,Vertical,Elf Petroland B.V.,Arethusa Onshore Services B.V.,Diamond Scotian,1996-09-17,1996-11-17,3750,Rotary Table,3748.71,3702.61,-56.72,-14.84,,,,,,F15,402.932275542,No,Yes,0,1
K18-KOTTER-04-S3,K18-KOTTER-04-S3,53.08148455,3.96443042,ED50-GEOGR,Hydrocarbon development,Abandoned,Oil,Horizontal,Wintershall Noordzee B.V.,Noble Drilling (Nederland) B.V.,Noble Lynda Bossler,2005-05-02,2005-05-23,2101,Kelly Bushing,1717.73,1675.78,390.13,548.53,Kotter,Kotter,Wintershall Noordzee B.V.,Olie,Abandoned,K18,414.01740202,Yes,Yes,1,1
K05-ENC-05-S1,K05-ENC-05-S1,53.71075325,3.51103141,ED50-GEOGR,Hydrocarbon development,Producing/Injecting,Gas,Horizontal,Total,GlobalSantaFe International Drilling Corporation,Magellan,2005-04-22,2005-08-11,8161,Rotary Table,3681.25,3631.55,-366.05,6529.14,K05a-En,K05-En,TotalEnergies EP Nederland B.V.,Gas,In production,K05,407.625349326,Yes,Yes,1,1
L06-S-01-S1,L06-S-01-S1,53.81418651,4.98754506,ED50-GEOGR,Hydrocarbon development,Abandoned,Gas,Deviated,ATP,Noble Drilling (Nederland) B.V.,Noble Piet van Ede,2005-07-09,2005-08-10,2701,Rotary Table,2599.41,2559.61,-30.85,306.64,L06d-S1,L06-FA,Oranje-Nassau Energie B.V.,Gas,Abandoned,L06,407.758060729,Yes,Yes,1,1
K02-A-02,K02-A-02,53.94867642,3.66234025,ED50-GEOGR,Hydrocarbon development,Producing/Injecting,Gas,Deviated,Gaz de France,Noble Drilling (Nederland) B.V.,Noble Piet van Ede,2005-11-06,2006-01-17,5065,Rotary Table,,,,,K02b-A,K02-FA,,,,K02,406.022194227,No,Yes,0,1
EKL-13,EKL-13,53.23904696,6.68336938,RD,Hydrocarbon development,Suspended,Gas,Deviated,Nederlandse Aardolie Maatschappij B.V.,KCA Deutag Drilling Ltd,T-46,2005-08-01,2005-09-16,4648,Rotary Table,3072.95,3064.83,-2012.93,-2486.27,Groningen,GRO,Nederlandse Aardolie Maatschappij B.V.,Gas,Depleted,,,Yes,No,1,0
